timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1544550438854,2861,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,663,1,2,http://localhost:8000/dashboard,,2847,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550441716,2362,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,661,1,2,http://localhost:8000/dashboard,,2355,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550444079,1766,HTTP Request,200,OK,Thread Group 2-1,text,true,,28282,665,1,2,http://localhost:8000/dashboard,,1754,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550445847,1703,HTTP Request,200,OK,Thread Group 2-1,text,true,,28282,669,1,2,http://localhost:8000/dashboard,,1690,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550447551,2402,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,669,1,2,http://localhost:8000/dashboard,,2389,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550449953,2272,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2261,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550452226,2232,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2220,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550454459,2348,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,663,1,2,http://localhost:8000/dashboard,,2336,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550456809,2243,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,661,1,2,http://localhost:8000/dashboard,,2230,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550459055,2779,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,2767,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550461835,1665,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,1642,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550463502,2663,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,663,1,2,http://localhost:8000/dashboard,,2650,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550466167,2407,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,2397,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550468574,1873,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,1857,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550470448,2686,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,663,1,2,http://localhost:8000/dashboard,,2674,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550473135,1947,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,665,1,2,http://localhost:8000/dashboard,,1935,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550475084,2051,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,665,1,2,http://localhost:8000/dashboard,,2039,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550477137,2638,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,2631,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550479776,2620,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,663,1,2,http://localhost:8000/dashboard,,2608,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550482397,1922,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,665,1,2,http://localhost:8000/dashboard,,1915,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550484320,2217,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,665,1,2,http://localhost:8000/dashboard,,2204,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550486538,1850,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,663,1,2,http://localhost:8000/dashboard,,1838,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550488389,2569,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,665,1,2,http://localhost:8000/dashboard,,2562,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550490959,2627,HTTP Request,200,OK,Thread Group 2-1,text,true,,28282,665,1,2,http://localhost:8000/dashboard,,2614,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550493588,2314,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,669,1,2,http://localhost:8000/dashboard,,2307,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550495903,2659,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,2646,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550498564,2701,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2688,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550501267,1845,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,1832,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550503113,1781,HTTP Request,200,OK,Thread Group 2-1,text,true,,28282,663,1,2,http://localhost:8000/dashboard,,1767,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550504895,1819,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,669,1,2,http://localhost:8000/dashboard,,1807,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550506716,1858,HTTP Request,200,OK,Thread Group 2-1,text,true,,28282,663,1,2,http://localhost:8000/dashboard,,1846,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550508574,1747,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,669,1,2,http://localhost:8000/dashboard,,1733,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550510323,1737,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,661,1,2,http://localhost:8000/dashboard,,1724,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550512061,1836,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,665,1,2,http://localhost:8000/dashboard,,1822,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550513899,2082,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,663,1,2,http://localhost:8000/dashboard,,2066,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550515982,1631,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,661,1,2,http://localhost:8000/dashboard,,1624,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550517614,2417,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,665,1,2,http://localhost:8000/dashboard,,2404,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550520033,2499,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,665,1,2,http://localhost:8000/dashboard,,2492,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550522533,2215,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,665,1,2,http://localhost:8000/dashboard,,2199,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550524749,2311,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,2288,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550527061,1873,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,1861,UTF-8,1,0,DESKTOP-E2HF8O5,0,0
1544550528935,2734,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2721,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550531670,2687,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,663,1,2,http://localhost:8000/dashboard,,2675,UTF-8,1,0,DESKTOP-E2HF8O5,0,10
1544550534359,1881,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,661,1,2,http://localhost:8000/dashboard,,1874,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550536241,2570,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,665,1,2,http://localhost:8000/dashboard,,2557,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550538811,1717,HTTP Request,200,OK,Thread Group 2-1,text,true,,28282,661,1,2,http://localhost:8000/dashboard,,1709,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550540529,2676,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,669,1,1,http://localhost:8000/dashboard,,2663,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
